"Nr.";"Uþsakymas(-ai)";"Sàskaitos Nr.";"Mokëtojas / kam iðraðyta";"Apmokëjimøsuma";"Uþsakovas(-ai)";"Iðraðymodata";"Atidejimas";"Apmokëtiiki";"Vëlavimas";"Sumasu PVM";"Valiuta";"SumaEUR";"Suma be PVMEUR";"Apmoketaiðvisosàskaitosvaliuta";"Likoapmokëtisàskaitosvaliuta";"Apmokëtaviso eur";"Likoapmokëtieurais";"Apmokëjimøinfo"
"617";"2024-275";"LOG0005332";;;"UAB Tranzito Sprendimai";"2024-05-14";"30";"2024-06-13";" ";"1100";"EUR";"1100";"1100";"1100";"0";"1100";"0";"1100 EUR 2024-06-20 "
"VISO:";"";"";"";"";"";"";"";"";"";"4250";"";"4250";"4250";"4250";"0";"4250";"0";""
"618";"2024-241";"LOG0005296";"UAB Ogtransa";;"UAB Ogtransa";"2024-04-17";"45";"2024-06-01";" ";"302,5";"EUR";"302,5";"250";"302,5";"0";"302,5";"0";"188.76 EUR 2024-05-28 113.74 EUR 2024-06-05 sudengimas"
"619";"2024-490";"LOG0005534";"UAB Visas transportas";;"UAB Visas transportas";"2024-08-02";"45";"2024-09-16";" ";"1331";"EUR";"1331";"1100";"1331";"0";"1331";"0";"1331 EUR 2024-09-20 "
"620";"2024-283";"LOG0005340";"SIA Arfi Line";;"SIA Arfi Line";"2024-05-15";"45";"2024-06-29";" ";"600";"EUR";"600";"600";"600";"0";"600";"0";"600 EUR 2024-07-09 "
"621";"2024-680";"LOG0005717";;;"SIA Arfi Line";"2024-10-31";"45";"2024-12-15";" ";"1650";"EUR";"1650";"1650";"1650";"0";"1650";"0";"1650 EUR 2025-01-27 "
"622";"2024-174";"LOG0005224";;;"SIA Arfi Line";"2024-03-21";"45";"2024-05-05";" ";"775";"EUR";"775";"775";"775";"0";"775";"0";"775 EUR 2024-05-13 "
"VISO:";"";"";"";"";"";"";"";"";"";"3025";"";"3025";"3025";"3025";"0";"3025";"0";""
"623";"2024-063";"LOG0005119";"UAB ACE Logistics";;"UAB ACE Logistics";"2024-02-05";"30";"2024-03-06";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-03-06 "
"624";"2024-292";"LOG0005349";;;"UAB ACE Logistics";"2024-05-23";"30";"2024-06-22";" ";"750,2";"EUR";"750,2";"620";"750,2";"0";"750,2";"0";"750.2 EUR 2024-06-21 "
"625";"2024-564";"LOG0005603";;;"UAB ACE Logistics";"2024-09-16";"30";"2024-10-16";" ";"169,4";"EUR";"169,4";"140";"169,4";"0";"169,4";"0";"169.4 EUR 2024-10-18 "
"626";"2024-227";"LOG0005283";;;"UAB ACE Logistics";"2024-04-15";"30";"2024-05-15";" ";"484";"EUR";"484";"400";"484";"0";"484";"0";"484 EUR 2024-05-15 "
"627";"2024-543";"LOG0005582";;;"UAB ACE Logistics";"2024-09-11";"30";"2024-10-11";" ";"968";"EUR";"968";"800";"968";"0";"968";"0";"968 EUR 2024-10-11 "
"628";"2024-115";"LOG0005172";;;"UAB ACE Logistics";"2024-02-28";"30";"2024-03-29";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-03-29 "
"VISO:";"";"";"";"";"";"";"";"";"";"2976.6";"";"2976.6";"2460";"2976.6";"0";"2976.6";"0";""
"629";"2024-745";"LOG0005788";"UAB Arijus";;"UAB Arijus";"2024-11-29";"30";"2024-12-29";" ";"786,5";"EUR";"786,5";"650";"786,5";"0";"786,5";"0";"786.5 EUR 2024-12-27 "
"630";"2024-577";"LOG0005613";;;"UAB Arijus";"2024-09-23";"30";"2024-10-23";" ";"592,9";"EUR";"592,9";"490";"592,9";"0";"592,9";"0";"592.9 EUR 2024-10-22 "
"VISO:";"";"";"";"";"";"";"";"";"";"1379.4";"";"1379.4";"1140";"1379.4";"0";"1379.4";"0";""
"631";"2024-112";"LOG0005169";"UAB A.R.D.S. Transport";;"UAB A.R.D.S. Transport";"2024-02-28";"45";"2024-04-13";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-05-28 "
"632";"2024-249";"LOG0005302";"UAB Utransas";;"UAB Utransas";"2024-04-26";"30";"2024-05-26";" ";"484";"EUR";"484";"400";"484";"0";"484";"0";"484 EUR 2024-06-18 "
"633";"2024-081";"LOG0005139";"UAB Terminality";;"UAB Terminality";"2024-02-09";"30";"2024-03-10";" ";"1210";"EUR";"1210";"1000";"1210";"0";"1210";"0";"1210 EUR 2024-03-22 "
"634";"2024-698";"LOG0005740";;;"UAB Terminality";"2024-11-11";"30";"2024-12-11";" ";"205,7";"EUR";"205,7";"170";"205,7";"0";"205,7";"0";"205.7 EUR 2025-01-03 "
"635";"2024-673";"LOG0005710";;;"UAB Terminality";"2024-10-31";"30";"2024-11-30";" ";"302,5";"EUR";"302,5";"250";"302,5";"0";"302,5";"0";"302.5 EUR 2025-01-03 "
"VISO:";"";"";"";"";"";"";"";"";"";"1718.2";"";"1718.2";"1420";"1718.2";"0";"1718.2";"0";""
"636";"2024-072";"LOG0005130";"UAB  Liuvy";;"UAB  Liuvy";"2024-02-09";"45";"2024-03-25";" ";"326,7";"EUR";"326,7";"270";"326,7";"0";"326,7";"0";"326.7 EUR 2024-03-25 "
"637";"2024-034";"LOG0005090";"UAB Transkontina";;"UAB Transkontina";"2024-01-25";"30";"2024-02-24";" ";"762,3";"EUR";"762,3";"630";"762,3";"0";"762,3";"0";"762.3 EUR 2024-02-19 "
"638";"2024-360";"LOG0005407";"UAB Ultus Logistics";;"UAB Ultus Logistics";"2024-06-17";"30";"2024-07-17";" ";"907,5";"EUR";"907,5";"750";"907,5";"0";"907,5";"0";"907.5 EUR 2024-07-05 "
"639";"2024-102";"LOG0005159";;;"UAB Ultus Logistics";"2024-02-21";"30";"2024-03-22";" ";"1113,2";"EUR";"1113,2";"920";"1113,2";"0";"1113,2";"0";"1113.2 EUR 2024-03-08 "
"VISO:";"";"";"";"";"";"";"";"";"";"2020.7";"";"2020.7";"1670";"2020.7";"0";"2020.7";"0";""
"640";"2024-143";"LOG0005201";"UAB Taketas";;"UAB Taketas";"2024-03-06";"45";"2024-04-20";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-04-10 "
"641";"2024-189";"LOG0005251";;;"UAB Taketas";"2024-03-29";"45";"2024-05-13";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-04-25 "
"642";"2024-644";"LOG0005686";;;"UAB Taketas";"2024-10-18";"45";"2024-12-02";" ";"883,3";"EUR";"883,3";"730";"883,3";"0";"883,3";"0";"883.3 EUR 2024-11-12 "
"643";"2024-200";"LOG0005270";;;"UAB Taketas";"2024-03-29";"45";"2024-05-13";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-04-25 "
"644";"2024-255";"LOG0005308";;;"UAB Taketas";"2024-04-26";"45";"2024-06-10";" ";"338,8";"EUR";"338,8";"280";"338,8";"0";"338,8";"0";"338.8 EUR 2024-05-06 "
"645";"2024-224";"LOG0005276";;;"UAB Taketas";"2024-04-15";"45";"2024-05-30";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-05-06 "
"646";"2024-076";"LOG0005134";;;"UAB Taketas";"2024-02-09";"45";"2024-03-25";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-02-23 "
"647";"2024-039";"LOG0005095";;;"UAB Taketas";"2024-01-29";"45";"2024-03-14";" ";"423,5";"EUR";"423,5";"350";"423,5";"0";"423,5";"0";"423.5 EUR 2024-02-23 "
"648";"2024-333";"LOG0005389";;;"UAB Taketas";"2024-06-07";"45";"2024-07-22";" ";"629,2";"EUR";"629,2";"520";"629,2";"0";"629,2";"0";"629.2 EUR 2024-07-04 "
"VISO:";"";"";"";"";"";"";"";"";"";"3726.8";"";"3726.8";"3080";"3726.8";"0";"3726.8";"0";""
"649";"2025-0442025-058";"LOG0005862";"UAB Resotrans";;"UAB ResotransUAB Resotrans";"2025-03-27";"30";"2025-04-26";" ";"580,8";"EUR";"580,8";"480";"580,8";"0";"580,8";"0";"580.8 EUR 2025-04-29 "
"650";"2025-0172025-018";"LOG0005836";;;"UAB ResotransUAB Resotrans";"2025-01-31";"30";"2025-03-02";" ";"411,4";"EUR";"411,4";"340";"411,4";"0";"411,4";"0";"411.4 EUR 2025-03-04 "
"651";"2025-078";"LOG0005883";;;"UAB Resotrans";"2025-05-19";"30";"2025-06-18";" ";"484";"EUR";"484";"400";"484";"0";"484";"0";"484 EUR 2025-06-26 "
"652";"2024-756";"LOG0005802";;;"UAB Resotrans";"2024-12-06";"30";"2025-01-05";" ";"193,6";"EUR";"193,6";"160";"193,6";"0";"193,6";"0";"193.6 EUR 2024-12-27 "
"VISO:";"";"";"";"";"";"";"";"";"";"1669.8";"";"1669.8";"1380";"1669.8";"0";"1669.8";"0";""
"653";"2024-664";"LOG0005702";"UAB Logiversa";;"UAB Logiversa";"2024-10-25";"30";"2024-11-24";" ";"338,8";"EUR";"338,8";"280";"338,8";"0";"338,8";"0";"338.8 EUR 2024-11-28 "
"654";"2024-035";"LOG0005091";"Imp-Ex Lietuva, UAB";;"Imp-Ex Lietuva, UAB";"2024-01-25";"45";"2024-03-10";" ";"496,1";"EUR";"496,1";"410";"496,1";"0";"496,1";"0";"496.1 EUR 2024-04-02 "
"655";"2024-378";"LOG0005425";"Arans Freight UAB";;"Arans Freight UAB";"2024-06-27";"45";"2024-08-11";" ";"600";"EUR";"600";"600";"600";"0";"600";"0";"600 EUR 2024-08-12 "
"656";"2024-124";"LOG0005181";;;"Arans Freight UAB";"2024-02-28";"45";"2024-04-13";" ";"508,2";"EUR";"508,2";"420";"508,2";"0";"508,2";"0";"508.2 EUR 2024-04-15 "
"657";"2024-341";"LOG0005397";;;"Arans Freight UAB";"2024-06-07";"45";"2024-07-22";" ";"484";"EUR";"484";"400";"484";"0";"484";"0";"484 EUR 2024-07-24 "
"658";"2024-740";"LOG0005781";;;"Arans Freight UAB";"2024-11-29";"45";"2025-01-13";" ";"314,6";"EUR";"314,6";"260";"314,6";"0";"314,6";"0";"314.6 EUR 2025-01-14 "
"659";"2024-570";"LOG0005608";;;"Arans Freight UAB";"2024-09-18";"45";"2024-11-02";" ";"726";"EUR";"726";"600";"726";"0";"726";"0";"726 EUR 2024-11-04 "
"VISO:";"";"";"";"";"";"";"";"";"";"2632.8";"";"2632.8";"2280";"2632.8";"0";"2632.8";"0";""
"660";"2024-371";"LOG0005417";"Express Heroes UAB";;"Express Heroes UAB";"2024-06-17";"30";"2024-07-17";" ";"1294,7";"EUR";"1294,7";"1070";"1294,7";"0";"1294,7";"0";"1294.7 EUR 2024-08-06 "
"661";"2024-095";"LOG0005153";;;"Express Heroes UAB";"2024-02-21";"30";"2024-03-22";" ";"1089";"EUR";"1089";"900";"1089";"0";"1089";"0";"1089 EUR 2024-04-08 "
"662";"2024-281";"LOG0005338";;;"Express Heroes UAB";"2024-05-15";"30";"2024-06-14";" ";"665,5";"EUR";"665,5";"550";"665,5";"0";"665,5";"0";"665.5 EUR 2024-06-28 "
"VISO:";"";"";"";"";"";"";"";"";"";"3049.2";"";"3049.2";"2520";"3049.2";"0";"3049.2";"0";""
"663";"2024-738";"LOG0005779";"Weffer UAB";;"Weffer UAB";"2024-11-29";"45";"2025-01-13";" ";"387,2";"EUR";"387,2";"320";"387,2";"0";"387,2";"0";"387.2 EUR 2025-01-22 "
"664";"2024-419";"LOG0005465";;;"Weffer UAB";"2024-07-15";"45";"2024-08-29";" ";"1270,5";"EUR";"1270,5";"1050";"1270,5";"0";"1270,5";"0";"1270.5 EUR 2024-08-30 "
"665";"2024-138";"LOG0005195";;;"Weffer UAB";"2024-03-06";"45";"2024-04-20";" ";"420";"EUR";"420";"420";"420";"0";"420";"0";"420 EUR 2024-04-23 "
"666";"2024-489";"LOG0005533";;;"Weffer UAB";"2024-08-02";"45";"2024-09-16";" ";"520,3";"EUR";"520,3";"430";"520,3";"0";"520,3";"0";"520.3 EUR 2024-09-19 "
"667";"2024-617";"LOG0005661";;;"Weffer UAB";"2024-09-30";"45";"2024-11-14";" ";"278,3";"EUR";"278,3";"230";"278,3";"0";"278,3";"0";"278.3 EUR 2024-11-25 "
"668";"2024-026";"LOG0005085";;;"Weffer UAB";"2024-01-18";"45";"2024-03-03";" ";"1028,5";"EUR";"1028,5";"850";"1028,5";"0";"1028,5";"0";"1028.5 EUR 2024-03-05 "
"669";"2024-303";"LOG0005360";;;"Weffer UAB";"2024-05-23";"45";"2024-07-07";" ";"1028,5";"EUR";"1028,5";"850";"1028,5";"0";"1028,5";"0";"1028.5 EUR 2024-07-08 "
"670";"2024-528";"LOG0005571";;;"Weffer UAB";"2024-08-30";"45";"2024-10-14";" ";"798,6";"EUR";"798,6";"660";"798,6";"0";"798,6";"0";"798.6 EUR 2024-10-18 "
"671";"2024-175";"LOG0005225";;;"Weffer UAB";"2024-03-21";"45";"2024-05-05";" ";"266,2";"EUR";"266,2";"220";"266,2";"0";"266,2";"0";"266.2 EUR 2024-05-08 "
"672";"2024-544";"LOG0005583";;;"Weffer UAB";"2024-09-11";"45";"2024-10-26";" ";"266,2";"EUR";"266,2";"220";"266,2";"0";"266,2";"0";"266.2 EUR 2024-10-28 "
"673";"2024-513";"LOG0005556";;;"Weffer UAB";"2024-08-28";"45";"2024-10-12";" ";"459,8";"EUR";"459,8";"380";"459,8";"0";"459,8";"0";"459.8 EUR 2024-10-16 "
"674";"2024-154";"LOG0005210";;;"Weffer UAB";"2024-03-14";"45";"2024-04-28";" ";"556,6";"EUR";"556,6";"460";"556,6";"0";"556,6";"0";"556.6 EUR 2024-04-30 "
"VISO:";"";"";"";"";"";"";"";"";"";"7280.7";"";"7280.7";"6090";"7280.7";"0";"7280.7";"0";""
"675";"2025-083";"LOG0005888";"Fireball Logistics, MB";;"Fireball Logistics, MB";"2025-05-27";"30";"2025-06-26";" ";"1450";"EUR";"1450";"1450";"1450";"0";"1450";"0";"1450 EUR 2025-06-23 "
"676";"2024-708";"LOG0005753";;;"Fireball Logistics, MB";"2024-11-15";"30";"2024-12-15";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2024-12-09 "
"677";"2024-772";"LOG0005816";;;"Fireball Logistics, MB";"2024-12-16";"30";"2025-01-15";" ";"300";"EUR";"300";"300";"300";"0";"300";"0";"300 EUR 2025-01-15 "
"678";"2025-019";"LOG0005841";;;"Fireball Logistics, MB";"2025-02-07";"30";"2025-03-09";" ";"900";"EUR";"900";"900";"900";"0";"900";"0";"900 EUR 2025-03-03 "
"679";"2024-396";"LOG0005444";;;"Fireball Logistics, MB";"2024-06-28";"30";"2024-07-28";" ";"350";"EUR";"350";"350";"350";"0";"350";"0";"350 EUR 2024-07-29 "
"680";"2024-256";"LOG0005309";;;"Fireball Logistics, MB";"2024-04-26";"30";"2024-05-26";" ";"850";"EUR";"850";"850";"850";"0";"850";"0";"850 EUR 2024-05-24 "
"681";"2025-013";"LOG0005839";;;"Fireball Logistics, MB";"2025-01-31";"30";"2025-03-02";" ";"370";"EUR";"370";"370";"370";"0";"370";"0";"370 EUR 2025-03-03 "
"682";"2025-030";"LOG0005850";;;"Fireball Logistics, MB";"2025-02-28";"30";"2025-03-30";" ";"470";"EUR";"470";"470";"470";"0";"470";"0";"470 EUR 2025-03-25 "
"683";"2024-238";"LOG0005293";;;"Fireball Logistics, MB";"2024-04-17";"30";"2024-05-17";" ";"830";"EUR";"830";"830";"830";"0";"830";"0";"830 EUR 2024-05-16 "
"VISO:";"";"";"";"";"";"";"";"";"";"5762";"";"5762";"5720";"5762";"0";"5762";"0";""
"684";"2024-508";"LOG0005551";"K7 logistic, SIA";;"K7 logistic, SIA";"2024-08-28";"45";"2024-10-12";" ";"620";"EUR";"620";"620";"620";"0";"620";"0";"620 EUR 2024-11-08 "
"685";"2024-280";"LOG0005337";"Breitto, UAB";;"Breitto, UAB";"2024-05-15";"45";"2024-06-29";" ";"520,3";"EUR";"520,3";"430";"520,3";"0";"520,3";"0";"520.3 EUR 2024-07-30 "
"686";"2024-263";"LOG0005321";;;"Breitto, UAB";"2024-04-30";"45";"2024-06-14";" ";"430";"EUR";"430";"430";"430";"0";"430";"0";"430 EUR 2024-07-30 "
"687";"2024-006";"LOG0005065";;;"Breitto, UAB";"2024-01-17";"45";"2024-03-02";" ";"650";"EUR";"650";"650";"650";"0";"650";"0";"650 EUR 2024-04-11 "
"VISO:";"";"";"";"";"";"";"";"";"";"1600.3";"";"1600.3";"1510";"1600.3";"0";"1600.3";"0";""
"688";"2024-036";"LOG0005092";"Kaddex, SIA";;"Kaddex, SIA";"2024-01-25";"45";"2024-03-10";" ";"400";"EUR";"400";"400";"400";"0";"400";"0";"400 EUR 2024-03-13 "
"689";"2024-435";"LOG0005481";;;"Kaddex, SIA";"2024-07-15";"45";"2024-08-29";" ";"450";"EUR";"450";"450";"450";"0";"450";"0";"450 EUR 2024-09-18 "
"690";"2024-550";"LOG0005589";;;"Kaddex, SIA";"2024-09-11";"45";"2024-10-26";" ";"270";"EUR";"270";"270";"270";"0";"270";"0";"270 EUR 2024-10-31 "
"691";"2024-420";"LOG0005466";;;"Kaddex, SIA";"2024-07-15";"45";"2024-08-29";" ";"250";"EUR";"250";"250";"250";"0";"250";"0";"250 EUR 2024-09-03 "
"VISO:";"";"";"";"";"";"";"";"";"";"1370";"";"1370";"1370";"1370";"0";"1370";"0";""
"692";"2024-306";"LOG0005363";"Adomida, UAB";;"Adomida, UAB";"2024-05-23";"45";"2024-07-07";" ";"240";"EUR";"240";"240";"240";"0";"240";"0";"240 EUR 2024-07-19 "
"693";"2024-321";"LOG0005377";;;"Adomida, UAB";"2024-06-07";"45";"2024-07-22";" ";"508,2";"EUR";"508,2";"420";"508,2";"0";"508,2";"0";"508.2 EUR 2024-08-02 "
"VISO:";"";"";"";"";"";"";"";"";"";"748.2";"";"748.2";"660";"748.2";"0";"748.2";"0";""
"694";"2024-603";"LOG0005648";"Modus motus, UAB";;"Modus motus, UAB";"2024-09-30";"30";"2024-10-30";" ";"484";"EUR";"484";"400";"484";"0";"484";"0";"484 EUR 2024-12-02 "
"695";"2024-487";"LOG0005531";;;"Modus motus, UAB";"2024-08-02";"30";"2024-09-01";" ";"810,7";"EUR";"810,7";"670";"810,7";"0";"810,7";"0";"810.7 EUR 2024-09-19 "
"696";"2024-259";"LOG0005313";;;"Modus motus, UAB";"2024-04-30";"30";"2024-05-30";" ";"786,5";"EUR";"786,5";"650";"786,5";"0";"786,5";"0";"786.5 EUR 2024-05-16 "
"VISO:";"";"";"";"";"";"";"";"";"";"2081.2";"";"2081.2";"1720";"2081.2";"0";"2081.2";"0";""
"697";"2024-567";"LOG0005606";"Nokvera, UAB";;"Nokvera, UAB";"2024-09-16";"30";"2024-10-16";" ";"350,9";"EUR";"350,9";"290";"350,9";"0";"350,9";"0";"350.9 EUR 2024-10-15 "
"698";"2024-522";"LOG0005565";"Profi Logistic, UAB";;"Profi Logistic, UAB";"2024-08-30";"30";"2024-09-29";" ";"550";"EUR";"550";"550";"550";"0";"550";"0";"550 EUR 2024-10-07 "
"699";"2024-160";"LOG0005216";"Flexlog, SIA";;"Flexlog, SIA";"2024-03-14";"45";"2024-04-28";" ";"150";"EUR";"150";"150";"150";"0";"150";"0";"150 EUR 2024-04-25 "
"700";"2024-367";"LOG0005414";;;"Flexlog, SIA";"2024-06-17";"45";"2024-08-01";" ";"150";"EUR";"150";"150";"150";"0";"150";"0";"150 EUR 2024-08-01 "
"701";"2024-778";"LOG0005823";;;"Flexlog, SIA";"2024-12-19";"45";"2025-02-02";" ";"210";"EUR";"210";"210";"210";"0";"210";"0";"210 EUR 2025-02-17 "
"702";"2024-149";"LOG0005205";;;"Flexlog, SIA";"2024-03-14";"45";"2024-04-28";" ";"730";"EUR";"730";"730";"730";"0";"730";"0";"730 EUR 2024-04-25 "
"VISO:";"";"";"";"";"";"";"";"";"";"1240";"";"1240";"1240";"1240";"0";"1240";"0";""
"703";"2024-344";"LOG0005400";"UAB Bolsta";;"UAB Bolsta";"2024-06-07";"30";"2024-07-07";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-07-29 "
"704";"2024-195";"LOG0005253";"Mega-V, SIA";;"Mega-V, SIA";"2024-03-29";"35";"2024-05-03";" ";"950";"EUR";"950";"950";"950";"0";"950";"0";"950 EUR 2024-05-20 "
"705";"2024-453";"LOG0005497";"Savila, UAB";;"Savila, UAB";"2024-07-24";"30";"2024-08-23";" ";"726";"EUR";"726";"600";"726";"0";"726";"0";"726 EUR 2024-08-27 "
"706";"2024-537";"LOG0005579";;;"Savila, UAB";"2024-09-04";"30";"2024-10-04";" ";"629,2";"EUR";"629,2";"520";"629,2";"0";"629,2";"0";"629.2 EUR 2024-10-03 "
"707";"2024-736";"LOG0005777";;;"Savila, UAB";"2024-11-27";"30";"2024-12-27";" ";"447,7";"EUR";"447,7";"370";"447,7";"0";"447,7";"0";"447.7 EUR 2024-12-23 "
"708";"2024-090";"LOG0005148";;;"Savila, UAB";"2024-02-15";"30";"2024-03-16";" ";"411,4";"EUR";"411,4";"340";"411,4";"0";"411,4";"0";"411.4 EUR 2024-03-14 "
"VISO:";"";"";"";"";"";"";"";"";"";"2214.3";"";"2214.3";"1830";"2214.3";"0";"2214.3";"0";""
"709";"2024-413";"LOG0005529";"UAB Gamos projektai";;"UAB Gamos projektai";"2024-07-31";"10";"2024-08-10";" ";"145,2";"EUR";"145,2";"120";"145,2";"0";"145,2";"0";"145.2 EUR 2024-08-09 "
"710";"2024-724";"LOG0005796";;;"UAB Gamos projektai";"2024-11-29";"10";"2024-12-09";" ";"205,7";"EUR";"205,7";"170";"205,7";"0";"205,7";"0";"205.7 EUR 2025-07-07 "
"711";"2024-0022024-054";"LOG0005122";;;"UAB Gamos projektaiUAB Gamos projektai";"2024-02-05";"10";"2024-02-15";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2025-07-04 "
"712";"2025-0562025-057";"LOG0005873";;;"UAB Gamos projektaiUAB Gamos projektai";"2025-04-07";"10";"2025-04-17";"210d.";"6610";"EUR";"6610";"6610";"721,3";"5888,7";"721,3";"5888,7";"721.3 EUR 2025-08-13 "
"713";"2024-725";"LOG0005795";;;"UAB Gamos projektai";"2024-11-29";"10";"2024-12-09";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"326.3 EUR 2025-07-07 36.7 EUR 2025-08-13 "
"714";"2025-109";"LOG0005903";;;"UAB Gamos projektai";"2025-07-04";"10";"2025-07-14";"122d.";"1240";"EUR";"1240";"1240";;"1240";;"1240";
"715";"2025-142";"LOG0005923";;;"UAB Gamos projektai";"2025-09-10";"10";"2025-09-20";"54d.";"1240";"EUR";"1240";"1240";;"1240";;"1240";
"716";"2025-1582025-157";"LOG0005935";;;"UAB Gamos projektaiUAB Gamos projektai";"2025-10-31";"10";"2025-11-10";"3d.";"2130";"EUR";"2130";"2130";;"2130";;"2130";
"717";"2025-1392025-1402025-141";"LOG0005921";;;"UAB Gamos projektaiUAB Gamos projektaiUAB Gamos projektai";"2025-08-29";"10";"2025-09-08";"66d.";"3920";"EUR";"3920";"3920";;"3920";;"3920";
"718";"2025-131";"LOG0005915";;;"UAB Gamos projektai";"2025-08-12";"10";"2025-08-22";"83d.";"370";"EUR";"370";"370";;"370";;"370";
"719";"2024-6012024-665";"LOG0005723";;;"UAB Gamos projektaiUAB Gamos projektai";"2024-10-31";"10";"2024-11-10";" ";"726";"EUR";"726";"600";"726";"0";"726";"0";"726 EUR 2025-07-07 "
"720";"2025-155";"LOG0005934";;;"UAB Gamos projektai";"2025-10-31";"10";"2025-11-10";"3d.";"605";"EUR";"605";"500";;"605";;"605";
"721";"2025-148";"LOG0005927";;;"UAB Gamos projektai";"2025-09-30";"10";"2025-10-10";"34d.";"302,5";"EUR";"302,5";"250";;"302,5";;"302,5";
"722";"2024-446";"LOG0005530";;;"UAB Gamos projektai";"2024-07-31";"10";"2024-08-10";" ";"229,9";"EUR";"229,9";"190";"229,9";"0";"229,9";"0";"229.9 EUR 2024-08-09 "
"723";"2025-027";"LOG0005849";;;"UAB Gamos projektai";"2025-02-28";"10";"2025-03-10";" ";"242";"EUR";"242";"200";"242";"0";"242";"0";"242 EUR 2025-08-13 "
"VISO:";"";"";"";"";"";"";"";"";"";"18571.3";"";"18571.3";"18040";"2875.1";"15696.2";"2875.1";"15696.2";""
"724";"2024-688";"LOG0005730";"Steka, UAB";;"Steka, UAB";"2024-11-11";"30";"2024-12-11";" ";"738,1";"EUR";"738,1";"610";"738,1";"0";"738,1";"0";"738.1 EUR 2024-12-12 "
"725";"2024-128";"LOG0005185";;;"Steka, UAB";"2024-03-06";"30";"2024-04-05";" ";"363";"EUR";"363";"300";"363";"0";"363";"0";"363 EUR 2024-04-04 "
"726";"2024-763";"LOG0005808";;;"Steka, UAB";"2024-12-09";"30";"2025-01-08";" ";"484";"EUR";"484";"400";"484";"0";"484";"0";"484 EUR 2025-01-09 "
"VISO:";"";"";"";"";"";"";"";"";"";"1585.1";"";"1585.1";"1310";"1585.1";"0";"1585.1";"0";""
"727";"2025-067";"LOG0005875";"UAB Savila";;"UAB Savila";"2025-04-28";"45";"2025-06-12";" ";"423,5";"EUR";"423,5";"350";"423,5";"0";"423,5";"0";"423.5 EUR 2025-06-11 "
"728";"2024-230";"LOG0005286";;;"UAB Savila";"2024-04-15";"30";"2024-05-15";" ";"762,3";"EUR";"762,3";"630";"762,3";"0";"762,3";"0";"762.3 EUR 2024-05-17 "
"729";"2025-025";"LOG0005845";;;"UAB Savila";"2025-02-21";"45";"2025-04-07";" ";"423,5";"EUR";"423,5";"350";"423,5";"0";"423,5";"0";"423.5 EUR 2025-04-03 "
"VISO:";"";"";"";"";"";"";"";"";"";"1609.3";"";"1609.3";"1330";"1609.3";"0";"1609.3";"0";""
"730";"2024-062";"LOG0005118";"ETransline, UAB";;"ETransline, UAB";"2024-02-05";"30";"2024-03-06";" ";"471,9";"EUR";"471,9";"390";"471,9";"0";"471,9";"0";"471.9 EUR 2024-04-12 "
"731";"2024-702";"LOG0005747";"Belopt logistics, OU";;"Belopt logistics, OU";"2024-11-15";"30";"2024-12-15";" ";"300";"EUR";"300";"300";"300";"0";"300";"0";"300 EUR 2024-12-30 "
"732";"2024-005";"LOG0005064";;;"Belopt logistics, OU";"2024-01-17";"30";"2024-02-16";" ";"370";"EUR";"370";"370";"370";"0";"370";"0";"370 EUR 2024-03-15 "
"VISO:";"";"";"";"";"";"";"";"";"";"670";"";"670";"670";"670";"0";"670";"0";""
"733";"2024-003";"LOG0005062";"Spedilta, UAB";;"Spedilta, UAB";"2024-01-17";"45";"2024-03-02";" ";"850";"EUR";"850";"850";"850";"0";"850";"0";"850 EUR 2024-03-07 "
"734";"2024-370";"LOG0005416";;;"Spedilta, UAB";"2024-06-17";"45";"2024-08-01";" ";"160";"EUR";"160";"160";"160";"0";"160";"0";"160 EUR 2024-08-01 "
"735";"2024-569";"LOG0005607";;;"Spedilta, UAB";"2024-09-18";"45";"2024-11-02";" ";"164";"EUR";"164";"164";"164";"0";"164";"0";"164 EUR 2024-11-04 "
"736";"2024-433";"LOG0005479";;;"Spedilta, UAB";"2024-07-15";"45";"2024-08-29";" ";"790";"EUR";"790";"790";"790";"0";"790";"0";"790 EUR 2024-08-29 "
"VISO:";"";"";"";"";"";"";"";"";"";"1964";"";"1964";"1964";"1964";"0";"1964";"0";""
"737";"2024-676";"LOG0005713";"Transera ir KO, UAB";;"Transera ir KO, UAB";"2024-10-31";"45";"2024-12-15";" ";"726";"EUR";"726";"600";"726";"0";"726";"0";"726 EUR 2024-12-23 "
